"FTYPE","long","lat","categorization"
"OSM_shopping",144.3237,-38.33219,"FOI_highstreet"
"OSM_shopping",144.32427,-38.33226,"FOI_highstreet"
"OSM_shopping",144.72926,-37.5794,"FOI_highstreet"
"OSM_shopping",145.21801,-37.98674,"FOI_highstreet"
"OSM_shopping",145.00108,-37.76895,"FOI_highstreet"
"OSM_shopping",144.8473,-37.77967,"FOI_highstreet"
"OSM_shopping",145.57012,-38.08099,"FOI_highstreet"
"OSM_shopping",144.99739,-37.8295,"FOI_highstreet"
"OSM_shopping",145.01368,-37.68012,"FOI_highstreet"
"OSM_shopping",145.03205,-37.84002,"FOI_highstreet"
"OSM_shopping",144.32328,-37.38921,"FOI_highstreet"
"OSM_shopping",145.04275,-37.87581,"FOI_highstreet"
"OSM_shopping",144.96399,-37.81424,"FOI_highstreet"
"OSM_shopping",145.16546,-37.83507,"FOI_highstreet"
"OSM_shopping",144.74101,-38.33874,"FOI_highstreet"
"OSM_shopping",145.00896,-37.84125,"FOI_highstreet"
"OSM_shopping",145.00928,-37.8413,"FOI_highstreet"
"OSM_shopping",144.3429,-38.17469,"FOI_highstreet"
"OSM_shopping",144.34264,-38.17493,"FOI_highstreet"
"OSM_shopping",145.00055,-37.76929,"FOI_highstreet"
"OSM_shopping",144.56299,-37.68663,"FOI_highstreet"
"OSM_shopping",144.92181,-37.76692,"FOI_highstreet"
"OSM_shopping",144.92212,-37.76695,"FOI_highstreet"
"OSM_shopping",144.94499,-37.75877,"FOI_highstreet"
"OSM_shopping",145.28851,-38.05157,"FOI_highstreet"
"OSM_shopping",145.06124,-37.93577,"FOI_highstreet"
"OSM_shopping",145.03524,-37.9182,"FOI_highstreet"
"OSM_shopping",145.038,-37.91823,"FOI_highstreet"
"OSM_shopping",145.03933,-37.91841,"FOI_highstreet"
"OSM_shopping",145.09195,-37.87489,"FOI_highstreet"
"OSM_shopping",145.28552,-37.86134,"FOI_highstreet"
"OSM_shopping",144.99341,-37.85036,"FOI_highstreet"
"OSM_shopping",145.33043,-37.90335,"FOI_highstreet"
"OSM_shopping",145.765,-38.34291,"FOI_highstreet"
"OSM_shopping",145.66978,-38.33409,"FOI_highstreet"
"OSM_shopping",144.74027,-38.33893,"FOI_highstreet"
"OSM_shopping",144.96533,-38.3327,"FOI_highstreet"
"OSM_shopping",145.0059,-37.8851,"FOI_highstreet"
"OSM_shopping",145.01001,-37.84111,"FOI_highstreet"
"OSM_shopping",144.97972,-37.86874,"FOI_highstreet"
"OSM_shopping",144.9796,-37.8682,"FOI_highstreet"
"OSM_shopping",145.26585,-37.84126,"FOI_highstreet"
"OSM_shopping",145.03868,-38.21998,"FOI_highstreet"
"OSM_shopping",145.03884,-38.21958,"FOI_highstreet"
"OSM_shopping",145.0387,-38.21944,"FOI_highstreet"
"OSM_shopping",145.03838,-38.21959,"FOI_highstreet"
"OSM_shopping",145.55108,-37.95246,"FOI_highstreet"
"OSM_shopping",144.88821,-37.77172,"FOI_highstreet"
"OSM_shopping",144.88818,-37.71424,"FOI_highstreet"
"OSM_shopping",145.1339,-37.98374,"FOI_highstreet"
"OSM_shopping",145.26497,-38.03206,"FOI_highstreet"
"OSM_shopping",145.16484,-37.87679,"FOI_highstreet"
"OSM_shopping",145.03531,-37.93461,"FOI_highstreet"
"OSM_shopping",145.0375,-37.91815,"FOI_highstreet"
"OSM_shopping",145.00433,-37.88457,"FOI_highstreet"
"OSM_shopping",145.00566,-37.88473,"FOI_highstreet"
"OSM_shopping",145.0051,-37.88494,"FOI_highstreet"
"OSM_shopping",144.14234,-37.34242,"FOI_highstreet"
"OSM_shopping",144.14247,-37.3417,"FOI_highstreet"
"OSM_shopping",144.94606,-37.75342,"FOI_highstreet"
"OSM_shopping",144.83056,-37.86859,"FOI_highstreet"
"OSM_shopping",145.0416,-37.76968,"FOI_highstreet"
"OSM_shopping",145.21904,-37.98674,"FOI_highstreet"
"OSM_shopping",145.27323,-37.88382,"FOI_highstreet"
"OSM_shopping",145.17236,-37.99186,"FOI_highstreet"
"OSM_shopping",144.22644,-37.60037,"FOI_highstreet"
"OSM_shopping",144.22677,-37.60034,"FOI_highstreet"
"OSM_shopping",145.14384,-38.0678,"FOI_highstreet"
